,premium,medium,bad
2022-01-01,9824.23,9381.24,9038.14
2022-02-01,9826.88,9358.61,9061.74
2022-03-01,9786.63,9323.35,9061.05
2022-04-01,9576.75,9104.35,8853.24
2022-05-01,9512.63,9065.18,8902.12
2022-06-01,9497.40,9007.86,8848.66
2022-07-01,9628.57,9091.92,8905.52
2022-08-01,9901.15,9358.34,9069.27
2022-09-01,10252.31,9785.04,9465.63
2022-10-01,10402.23,10043.47,9516.09
2022-11-01,10511.71,10122.15,9542.12
2022-12-01,0,0,0
