,premium,medium,bad
2013-01-01,7797.63,7697.37,7545.32
2013-02-01,7773.26,7645.05,7328.44
2013-03-01,7576.27,7503.27,7033.14
2013-04-01,7420.72,7290.96,6870.91
2013-05-01,7545.40,7261.71,6832.74
2013-06-01,7548.22,7419.63,7094.90
2013-07-01,7823.68,7553.54,7296.35
2013-08-01,7761.29,7524.03,7440.57
2013-09-01,7746.17,7652.87,7345.40
2013-10-01,7846.05,7702.05,7374.66
2013-11-01,7919.98,7732.47,7581.72
2013-12-01,7976.72,7871.21,7740.00
