,month,premium,medium,bad
0,2017-01-01,9431.37,9099.52,8669.30
1,2017-02-01,9408.39,9047.57,8583.76
2,2017-03-01,9388.53,8705.43,8339.21
3,2017-04-01,9324.60,8653.80,8306.48
4,2017-05-01,9436.19,8790.17,8374.33
5,2017-06-01,9444.28,8794.48,8380.34
6,2017-07-01,9383.68,8743.86,8357.87
7,2017-08-01,9436.74,8823.05,8436.37
8,2017-09-01,9470.59,8935.02,8672.42
9,2017-10-01,9502.67,9116.50,8833.99
10,2017-11-01,9538.75,9279.52,9039.44
11,2017-12-01,9860.39,9526.01,9308.90
