,premium,medium,bad
2019-01-01,10111.08,9902.68,9536.30
2019-02-01,10007.91,9799.57,9474.50
2019-03-01,9814.53,9555.35,9271.13
2019-04-01,9464.68,9144.20,8936.36
2019-05-01,9462.05,9142.52,8953.33
2019-06-01,9515.51,9166.40,9011.62
2019-07-01,9519.35,9211.03,8931.02
2019-08-01,9530.00,9224.00,9048.00
2019-09-01,9594.39,9301.08,9140.60
2019-10-01,9659.17,9433.88,9241.92
2019-11-01,9742.16,9522.01,9244.95
2019-12-01,9838.26,9565.59,9252.55
