,premium,medium,bad
2015-01-01,9723.46,9548.24,9280.39
2015-02-01,9784.70,9621.70,9194.53
2015-03-01,9571.84,9444.35,8995.32
2015-04-01,9127.77,8958.89,8510.71
2015-05-01,8709.81,8520.39,8061.39
2015-06-01,8915.36,8605.95,8120.59
2015-07-01,8945.11,8648.44,8307.52
2015-08-01,9126.78,8741.08,8724.84
2015-09-01,9444.06,8939.61,8906.13
2015-10-01,9455.01,8960.96,8916.92
2015-11-01,9564.26,9271.85,9031.52
2015-12-01,9663.57,9450.66,9203.28
